Time; Refractive Index; Temperature; Comment
     0.000;0.0000e+000;2.0304e+001;
     2.063;1.2575e-005;2.0316e+001;
     4.005;-1.6093e-005;2.0330e+001;
     6.008;-6.6806e-006;2.0328e+001;
     8.010;-6.3308e-006;2.0339e+001;
    10.013;1.3222e-005;2.0336e+001;
    12.015;1.0601e-005;2.0338e+001;
    14.018;1.0134e-005;2.0344e+001;
    16.020;1.2873e-005;2.0354e+001;
    18.084;6.2942e-006;2.0356e+001;
    20.026;-1.9811e-006;2.0348e+001;
    22.028;2.5044e-006;2.0356e+001;
    24.031;6.9939e-006;2.0371e+001;
    26.094;1.2097e-005;2.0373e+001;
    28.036;8.2292e-007;2.0389e+001;
    30.038;4.3513e-006;2.0377e+001;
    32.041;9.8680e-006;2.0389e+001;
    34.104;2.8463e-005;2.0398e+001;
    36.046;-6.6445e-006;2.0402e+001;
    37.988;-1.3437e-006;2.0387e+001;
    39.990;-2.3225e-006;2.0402e+001;
    41.993;1.2458e-005;2.0415e+001;
    44.056;-6.7477e-006;2.0414e+001;
    45.998;3.3439e-005;2.0416e+001;
    48.000;-3.0791e-006;2.0421e+001;
    50.003;1.0777e-005;2.0426e+001;
    52.005;4.1011e-006;2.0429e+001;
    54.008;1.8027e-005;2.0435e+001;
    56.010;-2.9973e-006;2.0446e+001;
    58.013;1.4452e-005;2.0460e+001;
    60.016;-8.6033e-008;2.0439e+001;
    62.018;1.6805e-006;2.0455e+001;
    64.021;5.0978e-006;2.0464e+001;
    66.023;-1.5355e-005;2.0450e+001;
    68.026;1.6562e-006;2.0461e+001;
    70.028;9.0143e-006;2.0478e+001;
    72.031;4.0026e-006;2.0472e+001;
    74.033;5.5406e-006;2.0485e+001;
    76.036;1.2414e-005;2.0488e+001;
    78.038;-6.4602e-006;2.0495e+001;
    80.041;6.6588e-006;2.0502e+001;
    82.043;7.4299e-006;2.0486e+001;
    84.046;1.6814e-005;2.0488e+001;
    85.988;4.9035e-005;2.0517e+001;
    87.990;9.1859e-005;2.0513e+001;
    89.993;1.5702e-004;2.0494e+001;
    91.995;2.1271e-004;2.0526e+001;
    93.998;2.8425e-004;2.0512e+001;
    96.000;3.2534e-004;2.0528e+001;
    98.003;3.5092e-004;2.0535e+001;
   100.006;4.0760e-004;2.0523e+001;
   102.008;4.4738e-004;2.0554e+001;
   104.011;4.7870e-004;2.0548e+001;
   106.013;5.0099e-004;2.0549e+001;
   108.016;5.1471e-004;2.0535e+001;
   110.018;5.2138e-004;2.0554e+001;
   112.021;5.4984e-004;2.0557e+001;
   114.023;5.5288e-004;2.0551e+001;
   116.026;5.6892e-004;2.0554e+001;
   118.028;5.8012e-004;2.0554e+001;
   120.031;5.8683e-004;2.0551e+001;
   122.033;5.9386e-004;2.0557e+001;
   124.036;6.0317e-004;2.0554e+001;
   126.038;6.1015e-004;2.0538e+001;
   128.041;6.2759e-004;2.0531e+001;
   130.044;6.2668e-004;2.0535e+001;
   132.046;6.3423e-004;2.0522e+001;
   133.988;6.4715e-004;2.0514e+001;
   135.990;6.6993e-004;2.0506e+001;
   138.054;6.4824e-004;2.0498e+001;
   139.996;6.4598e-004;2.0493e+001;
   141.998;6.4488e-004;2.0474e+001;
   144.001;6.6849e-004;2.0472e+001;
   146.003;6.3635e-004;2.0448e+001;
   148.006;6.5768e-004;2.0451e+001;
   150.008;6.6663e-004;2.0426e+001;
   152.011;6.5436e-004;2.0407e+001;
   154.013;6.6617e-004;2.0402e+001;
   156.016;6.6081e-004;2.0386e+001;
   158.018;6.6978e-004;2.0366e+001;
   160.021;6.8931e-004;2.0345e+001;
   162.023;6.7624e-004;2.0340e+001;
   164.026;6.8197e-004;2.0320e+001;
   166.028;6.6274e-004;2.0295e+001;
   168.031;6.9369e-004;2.0290e+001;
   170.034;6.8402e-004;2.0277e+001;
   172.036;7.1009e-004;2.0251e+001;
   174.039;7.1951e-004;2.0252e+001;
   176.041;7.2237e-004;2.0237e+001;
   178.044;6.8720e-004;2.0217e+001;
   179.986;7.0227e-004;2.0193e+001;
   182.049;6.8323e-004;2.0191e+001;
   183.991;7.0387e-004;2.0173e+001;
   185.993;6.9557e-004;2.0145e+001;
   187.996;7.0808e-004;2.0120e+001;
   189.998;7.1129e-004;2.0098e+001;
   192.001;7.1486e-004;2.0094e+001;
   194.003;6.9195e-004;2.0063e+001;
   196.006;7.3600e-004;2.0072e+001;
   198.008;7.2449e-004;2.0059e+001;
   200.011;6.9777e-004;2.0040e+001;
   202.013;7.0284e-004;2.0026e+001;
   204.016;7.2404e-004;2.0017e+001;
   206.018;6.8842e-004;2.0020e+001;
   208.021;7.0027e-004;2.0013e+001;
   210.024;7.2223e-004;2.0014e+001;
   212.026;7.0736e-004;1.9996e+001;
   214.029;7.0216e-004;2.0012e+001;
   216.031;7.1007e-004;1.9994e+001;
   218.094;7.1520e-004;1.9995e+001;
   220.036;7.1294e-004;1.9991e+001;
   222.039;6.9672e-004;1.9988e+001;
   224.041;7.1784e-004;1.9991e+001;
   226.044;7.1389e-004;1.9976e+001;
   227.986;6.7511e-004;1.9975e+001;
   229.988;6.9952e-004;1.9988e+001;
   231.991;6.7647e-004;1.9984e+001;
   233.993;7.0330e-004;1.9986e+001;
   236.056;7.0886e-004;1.9976e+001;
   237.998;6.9260e-004;1.9983e+001;
   240.001;7.0683e-004;1.9995e+001;
   242.064;7.0292e-004;1.9978e+001;
   244.006;7.0810e-004;1.9987e+001;
   246.008;6.8020e-004;1.9989e+001;
   248.072;6.9314e-004;1.9986e+001;
   250.014;7.0972e-004;1.9988e+001;
   252.077;7.0008e-004;1.9998e+001;
   254.079;6.8554e-004;1.9988e+001;
   256.021;7.0020e-004;2.0014e+001;
   258.024;6.8352e-004;1.9997e+001;
   260.026;6.7472e-004;2.0021e+001;
   262.029;6.8504e-004;2.0006e+001;
   264.092;7.1235e-004;2.0020e+001;
   266.034;6.7083e-004;2.0025e+001;
   268.036;6.9655e-004;2.0030e+001;
   270.039;6.8095e-004;2.0026e+001;
   272.041;6.7435e-004;2.0031e+001;
   274.044;6.5810e-004;2.0037e+001;
   275.986;6.5149e-004;2.0058e+001;
   277.988;6.9763e-004;2.0047e+001;
   279.991;6.7431e-004;2.0059e+001;
   281.993;6.8544e-004;2.0066e+001;
   283.996;6.7408e-004;2.0068e+001;
   285.998;7.0461e-004;2.0063e+001;
   288.001;6.7784e-004;2.0069e+001;
   290.004;7.1190e-004;2.0084e+001;
   292.006;7.0617e-004;2.0091e+001;
   294.009;6.9350e-004;2.0100e+001;
   296.072;6.9601e-004;2.0100e+001;
   298.014;7.2788e-004;2.0109e+001;
   300.016;7.2276e-004;2.0114e+001;
   302.079;7.1480e-004;2.0114e+001;
   304.021;6.8352e-004;2.0128e+001;
   306.024;7.0945e-004;2.0137e+001;
   308.026;6.8029e-004;2.0138e+001;
   310.029;6.5247e-004;2.0141e+001;
   312.031;6.3251e-004;2.0143e+001;
   314.034;6.2526e-004;2.0165e+001;
   316.036;5.5653e-004;2.0159e+001;
   318.039;4.9927e-004;2.0175e+001;
   320.042;4.9743e-004;2.0189e+001;
   322.044;4.5950e-004;2.0188e+001;
   323.986;3.9665e-004;2.0194e+001;
   326.049;3.6184e-004;2.0214e+001;
   327.991;3.2471e-004;2.0211e+001;
   329.994;3.0924e-004;2.0214e+001;
   331.996;2.6950e-004;2.0226e+001;
   333.999;2.1301e-004;2.0231e+001;
   336.001;2.2034e-004;2.0238e+001;
   338.004;1.7847e-004;2.0245e+001;
   340.006;1.6048e-004;2.0256e+001;
   342.009;1.6691e-004;2.0245e+001;
   344.011;1.3320e-004;2.0261e+001;
   346.014;1.3265e-004;2.0275e+001;
   348.016;9.8543e-005;2.0277e+001;
   350.019;7.5651e-005;2.0278e+001;
   352.021;7.9075e-005;2.0298e+001;
   354.085;8.2597e-005;2.0303e+001;
   356.026;7.4776e-005;2.0306e+001;
   358.029;4.5801e-005;2.0307e+001;
   360.032;4.6448e-005;2.0310e+001;
   362.034;2.6169e-005;2.0335e+001;
   364.037;7.0010e-005;2.0348e+001;
   366.039;2.5657e-005;2.0328e+001;
   368.042;1.5609e-005;2.0351e+001;
   369.984;2.3517e-005;2.0345e+001;
   371.986;1.5563e-005;2.0362e+001;
   373.989;1.5227e-005;2.0359e+001;
   375.991;-4.8836e-006;2.0390e+001;
   377.994;1.2066e-005;2.0374e+001;
   379.996;6.6777e-007;2.0389e+001;
   381.999;9.8720e-006;2.0387e+001;
   384.062;4.2789e-006;2.0408e+001;
   386.064;-8.9967e-006;2.0408e+001;
   388.006;-5.7854e-006;2.0405e+001;
   390.009;-1.2004e-005;2.0407e+001;
   392.011;-2.0045e-005;2.0425e+001;
   394.014;-1.9037e-005;2.0425e+001;
   396.016;-2.3908e-005;2.0437e+001;
   398.019;-2.0261e-005;2.0439e+001;
   400.022;-8.6873e-006;2.0449e+001;
   402.024;-2.5990e-005;2.0438e+001;
   404.027;-1.7136e-005;2.0461e+001;
   406.029;-2.7413e-005;2.0454e+001;
   408.032;-1.3227e-005;2.0463e+001;
   410.034;-4.1484e-005;2.0464e+001;
   412.097;-3.2827e-005;2.0477e+001;
   414.039;-2.9946e-005;2.0479e+001;
   416.042;-2.6391e-005;2.0493e+001;
   417.984;-2.9693e-005;2.0496e+001;
   419.986;-1.3188e-005;2.0493e+001;
   422.049;-2.6420e-005;2.0509e+001;
