Time; Refractive Index; Temperature; Comment
     0.000;0.0000e+000;2.0721e+001;
     1.942;-4.3881e-006;2.0735e+001;
     3.945;-4.3952e-006;2.0739e+001;
     5.947;-3.8461e-006;2.0735e+001;
     7.950;5.8882e-006;2.0751e+001;
     9.952;-1.2444e-006;2.0761e+001;
    11.955;-1.6568e-006;2.0769e+001;
    13.957;3.4039e-006;2.0780e+001;
    15.960;9.5055e-006;2.0791e+001;
    17.962;1.5816e-006;2.0782e+001;
    19.965;-1.8900e-006;2.0790e+001;
    21.967;-5.0832e-006;2.0800e+001;
    24.031;2.4404e-006;2.0804e+001;
    26.033;6.8919e-006;2.0817e+001;
    27.975;6.3628e-006;2.0815e+001;
    29.978;-1.9357e-006;2.0817e+001;
    31.980;-1.6409e-006;2.0810e+001;
    33.983;-6.0268e-006;2.0827e+001;
    35.985;-6.6949e-006;2.0824e+001;
    37.988;-4.5493e-006;2.0823e+001;
    39.990;-3.2691e-007;2.0827e+001;
    42.053;-1.4611e-006;2.0814e+001;
    43.995;-9.4669e-007;2.0817e+001;
    45.998;-5.5827e-006;2.0823e+001;
    48.000;-6.0620e-006;2.0822e+001;
    50.003;-4.4228e-007;2.0814e+001;
    52.005;2.3795e-006;2.0796e+001;
    54.008;-6.4015e-006;2.0811e+001;
    56.010;-1.6755e-006;2.0797e+001;
    58.013;-3.2690e-006;2.0779e+001;
    59.955;-4.4664e-006;2.0768e+001;
    61.957;1.9642e-006;2.0756e+001;
    63.960;-1.4079e-006;2.0751e+001;
    65.962;-2.5768e-006;2.0750e+001;
    67.965;-5.4298e-006;2.0726e+001;
    69.968;-6.1418e-007;2.0737e+001;
    71.970;-3.2496e-006;2.0713e+001;
    73.973;3.2568e-006;2.0705e+001;
    75.975;-4.3663e-006;2.0693e+001;
    77.978;2.0156e-007;2.0676e+001;
    79.980;-2.6708e-006;2.0676e+001;
    81.983;-2.6910e-006;2.0653e+001;
    84.046;1.8273e-006;2.0641e+001;
    86.049;-5.4553e-006;2.0647e+001;
    87.990;-8.6492e-006;2.0623e+001;
    89.993;-6.3510e-006;2.0610e+001;
    91.995;-9.9089e-006;2.0601e+001;
    93.998;-4.5138e-006;2.0600e+001;
    96.000;-5.6460e-006;2.0579e+001;
    98.064;-9.8347e-006;2.0567e+001;
   100.006;-1.2053e-005;2.0560e+001;
   102.008;-2.8309e-006;2.0553e+001;
   104.011;-6.8832e-006;2.0543e+001;
   105.952;-1.4260e-005;2.0515e+001;
   108.016;-1.6519e-005;2.0511e+001;
   109.958;-1.3089e-005;2.0503e+001;
   111.960;-1.7581e-005;2.0498e+001;
   113.963;-2.0745e-005;2.0482e+001;
   115.965;-1.9598e-005;2.0477e+001;
   117.968;-1.6554e-005;2.0464e+001;
   119.970;-2.0001e-005;2.0451e+001;
   121.973;-1.0758e-005;2.0431e+001;
   124.036;-9.6618e-006;2.0433e+001;
   125.978;-8.9519e-006;2.0408e+001;
   127.980;-9.1373e-006;2.0401e+001;
   129.983;-6.9326e-006;2.0392e+001;
   131.985;-8.2943e-006;2.0376e+001;
   133.988;-9.2166e-006;2.0374e+001;
   135.990;-9.4957e-006;2.0337e+001;
   137.993;1.5034e-005;2.0338e+001;
   139.996;6.3049e-005;2.0327e+001;
   141.998;1.3432e-004;2.0319e+001;
   144.001;2.6915e-004;2.0296e+001;
   146.003;5.0604e-004;2.0310e+001;
   148.006;7.8208e-004;2.0299e+001;
   150.008;1.0383e-003;2.0291e+001;
   152.011;1.2533e-003;2.0292e+001;
   154.013;1.4311e-003;2.0280e+001;
   155.955;1.5873e-003;2.0285e+001;
   157.958;1.7002e-003;2.0278e+001;
   159.960;1.7979e-003;2.0283e+001;
   161.963;1.8745e-003;2.0273e+001;
   163.965;1.9342e-003;2.0269e+001;
   165.968;1.9867e-003;2.0260e+001;
   167.970;2.0273e-003;2.0266e+001;
   169.973;2.0590e-003;2.0263e+001;
   171.975;2.0888e-003;2.0272e+001;
   173.978;2.1046e-003;2.0267e+001;
   175.980;2.1252e-003;2.0265e+001;
   177.983;2.1396e-003;2.0260e+001;
   179.986;2.1539e-003;2.0267e+001;
   182.049;2.1656e-003;2.0257e+001;
