Time; Refractive Index; Temperature; Comment
     0.000;0.0000e+000;2.0780e+001;
     2.003;-2.3246e-006;2.0798e+001;
     4.005;5.3677e-006;2.0814e+001;
     6.008;-1.1634e-005;2.0807e+001;
     8.010;-5.3883e-006;2.0813e+001;
    10.073;-1.0693e-005;2.0807e+001;
    12.015;4.2721e-007;2.0814e+001;
    14.018;-7.3861e-006;2.0829e+001;
    16.020;-8.5429e-006;2.0816e+001;
    18.023;-1.3644e-005;2.0829e+001;
    20.025;-1.3887e-005;2.0834e+001;
    22.089;-7.6336e-006;2.0828e+001;
    24.030;-1.3151e-005;2.0836e+001;
    26.033;-1.0744e-005;2.0834e+001;
    28.036;-1.1078e-005;2.0839e+001;
    30.038;-1.1331e-005;2.0846e+001;
    32.041;-1.1887e-005;2.0852e+001;
    34.043;-1.2186e-005;2.0862e+001;
    36.106;-9.8830e-006;2.0855e+001;
    38.048;-1.1506e-005;2.0872e+001;
    40.051;-1.6276e-005;2.0848e+001;
    42.053;-1.3068e-005;2.0854e+001;
    44.056;-9.9809e-006;2.0884e+001;
    46.058;-1.0540e-005;2.0880e+001;
    48.061;-1.6247e-005;2.0867e+001;
    50.063;-1.1020e-005;2.0882e+001;
    52.066;-1.0825e-005;2.0889e+001;
    54.008;-2.3209e-005;2.0890e+001;
    56.071;-1.9262e-005;2.0876e+001;
    58.013;-2.0880e-005;2.0888e+001;
    60.015;-1.2940e-005;2.0893e+001;
    62.018;-2.3333e-005;2.0877e+001;
    64.021;-2.5701e-005;2.0886e+001;
    66.023;-2.4045e-005;2.0900e+001;
    68.026;-2.3135e-005;2.0893e+001;
    70.028;-2.3315e-005;2.0901e+001;
    72.031;-3.3419e-005;2.0910e+001;
    74.033;-3.8332e-005;2.0899e+001;
    76.036;-4.3575e-005;2.0913e+001;
    78.099;-3.6240e-005;2.0899e+001;
    80.041;-4.0206e-005;2.0908e+001;
    82.043;-3.8383e-005;2.0911e+001;
    84.107;-3.7300e-005;2.0925e+001;
    86.048;-4.8281e-005;2.0914e+001;
    88.051;-4.1799e-005;2.0919e+001;
    90.053;-4.7605e-005;2.0917e+001;
    92.056;-4.9230e-005;2.0926e+001;
    94.059;-4.7270e-005;2.0925e+001;
    96.061;-1.7721e-005;2.0934e+001;
    98.064;6.3632e-005;2.0926e+001;
   100.005;1.2336e-004;2.0927e+001;
   102.008;2.4187e-004;2.0933e+001;
   104.011;4.2195e-004;2.0940e+001;
   106.013;6.4790e-004;2.0942e+001;
   108.016;8.6734e-004;2.0948e+001;
   110.018;1.0640e-003;2.0953e+001;
   112.021;1.2207e-003;2.0941e+001;
   114.023;1.3440e-003;2.0943e+001;
   116.026;1.4523e-003;2.0947e+001;
   118.028;1.5391e-003;2.0957e+001;
   120.031;1.6178e-003;2.0956e+001;
   122.033;1.6753e-003;2.0979e+001;
   124.036;1.7220e-003;2.0969e+001;
   126.038;1.7570e-003;2.0964e+001;
   128.041;1.7851e-003;2.0971e+001;
   130.043;1.8208e-003;2.0986e+001;
   132.107;1.8396e-003;2.0966e+001;
   134.049;1.8490e-003;2.0977e+001;
   136.051;1.8663e-003;2.0984e+001;
   138.054;1.8832e-003;2.0973e+001;
   140.056;1.8904e-003;2.0972e+001;
   142.059;1.9109e-003;2.0960e+001;
   144.122;1.9032e-003;2.0957e+001;
   146.064;1.9243e-003;2.0960e+001;
   148.006;1.9224e-003;2.0951e+001;
   150.008;1.9322e-003;2.0951e+001;
   152.071;1.9406e-003;2.0945e+001;
   154.013;1.9444e-003;2.0930e+001;
   156.016;1.9452e-003;2.0906e+001;
   158.018;1.9466e-003;2.0901e+001;
   160.021;1.9598e-003;2.0893e+001;
   162.023;1.9510e-003;2.0878e+001;
   164.026;1.9589e-003;2.0848e+001;
   166.028;1.9618e-003;2.0856e+001;
   168.031;1.9634e-003;2.0835e+001;
   170.033;1.9623e-003;2.0817e+001;
   172.036;1.9646e-003;2.0804e+001;
   174.039;1.9682e-003;2.0783e+001;
   176.041;1.9685e-003;2.0776e+001;
   178.044;1.9613e-003;2.0760e+001;
   180.046;1.9700e-003;2.0738e+001;
   182.049;1.9687e-003;2.0733e+001;
   184.051;1.9659e-003;2.0705e+001;
   186.054;1.9727e-003;2.0695e+001;
   188.056;1.9659e-003;2.0683e+001;
   190.059;1.9739e-003;2.0683e+001;
   192.061;1.9744e-003;2.0653e+001;
   194.064;1.9597e-003;2.0636e+001;
   196.066;1.9661e-003;2.0614e+001;
   198.008;1.9667e-003;2.0604e+001;
   200.011;1.9656e-003;2.0592e+001;
   202.013;1.9665e-003;2.0564e+001;
   204.016;1.9768e-003;2.0553e+001;
   206.018;1.9785e-003;2.0526e+001;
   208.021;1.9852e-003;2.0534e+001;
   210.023;1.9789e-003;2.0505e+001;
   212.026;1.9821e-003;2.0490e+001;
   214.029;1.9807e-003;2.0469e+001;
   216.031;1.9926e-003;2.0458e+001;
   218.034;1.9854e-003;2.0459e+001;
   220.036;1.9873e-003;2.0432e+001;
   222.039;1.9891e-003;2.0430e+001;
   224.102;2.0058e-003;2.0425e+001;
   226.044;1.9986e-003;2.0412e+001;
   228.046;1.9967e-003;2.0405e+001;
   230.109;2.0067e-003;2.0396e+001;
   232.051;2.0047e-003;2.0398e+001;
   234.054;2.0060e-003;2.0390e+001;
   236.056;2.0103e-003;2.0392e+001;
   238.059;1.9950e-003;2.0376e+001;
   240.061;1.9946e-003;2.0372e+001;
   242.064;2.0020e-003;2.0371e+001;
   244.006;2.0050e-003;2.0363e+001;
   246.008;1.9983e-003;2.0362e+001;
   248.072;1.9969e-003;2.0375e+001;
   250.013;2.0045e-003;2.0372e+001;
   252.077;1.9961e-003;2.0369e+001;
   254.019;2.0040e-003;2.0369e+001;
   256.021;2.0027e-003;2.0369e+001;
   258.024;2.0048e-003;2.0376e+001;
   260.026;2.0046e-003;2.0357e+001;
   262.029;1.9958e-003;2.0366e+001;
   264.031;1.9976e-003;2.0358e+001;
   266.034;2.0023e-003;2.0347e+001;
   268.036;1.9992e-003;2.0371e+001;
   270.039;1.9951e-003;2.0361e+001;
   272.041;1.9942e-003;2.0365e+001;
   274.044;1.9981e-003;2.0369e+001;
   276.046;2.0000e-003;2.0369e+001;
   278.049;1.9995e-003;2.0364e+001;
   280.112;1.9941e-003;2.0371e+001;
   282.054;1.9979e-003;2.0356e+001;
   284.057;1.9984e-003;2.0379e+001;
   286.059;1.9955e-003;2.0360e+001;
   288.062;2.0030e-003;2.0381e+001;
   290.064;2.0036e-003;2.0373e+001;
   292.006;2.0005e-003;2.0391e+001;
   294.009;1.9981e-003;2.0391e+001;
   296.011;2.0007e-003;2.0389e+001;
   298.014;2.0043e-003;2.0392e+001;
   300.016;2.0016e-003;2.0386e+001;
   302.019;1.9993e-003;2.0398e+001;
   304.021;2.0019e-003;2.0391e+001;
   306.024;2.0017e-003;2.0412e+001;
   308.026;1.9945e-003;2.0401e+001;
   310.029;1.9899e-003;2.0414e+001;
   312.031;1.9953e-003;2.0413e+001;
   314.034;1.9966e-003;2.0418e+001;
   316.097;1.9955e-003;2.0420e+001;
   318.039;1.9938e-003;2.0415e+001;
   320.041;1.9968e-003;2.0437e+001;
   322.044;1.9936e-003;2.0441e+001;
   324.047;2.0006e-003;2.0449e+001;
   326.049;1.9998e-003;2.0442e+001;
   328.052;1.9950e-003;2.0461e+001;
   330.054;1.9934e-003;2.0458e+001;
   332.057;1.9899e-003;2.0459e+001;
   334.059;1.9986e-003;2.0475e+001;
   336.122;1.9908e-003;2.0472e+001;
   338.004;1.9839e-003;2.0480e+001;
   340.006;1.9934e-003;2.0475e+001;
   342.009;1.9914e-003;2.0464e+001;
   344.011;1.9973e-003;2.0498e+001;
   346.014;1.9887e-003;2.0501e+001;
   348.077;1.9898e-003;2.0491e+001;
   350.079;1.9901e-003;2.0488e+001;
   352.021;1.9808e-003;2.0505e+001;
   354.024;1.9868e-003;2.0507e+001;
   356.026;1.9878e-003;2.0518e+001;
   358.029;1.9866e-003;2.0528e+001;
   360.031;1.9848e-003;2.0527e+001;
   362.034;1.9853e-003;2.0538e+001;
   364.097;1.9923e-003;2.0541e+001;
   366.100;1.9830e-003;2.0544e+001;
   368.042;1.9829e-003;2.0538e+001;
   370.044;1.9892e-003;2.0543e+001;
   372.047;1.9853e-003;2.0574e+001;
   374.049;1.9817e-003;2.0568e+001;
   376.052;1.9874e-003;2.0568e+001;
   378.054;1.9869e-003;2.0569e+001;
   380.057;1.9832e-003;2.0570e+001;
   382.059;1.9825e-003;2.0577e+001;
   384.062;1.9822e-003;2.0584e+001;
   386.004;1.9875e-003;2.0604e+001;
   388.006;1.9755e-003;2.0593e+001;
   390.009;1.9891e-003;2.0606e+001;
   392.011;1.9764e-003;2.0597e+001;
   394.014;1.9793e-003;2.0614e+001;
   396.016;1.9807e-003;2.0617e+001;
   398.019;1.9731e-003;2.0617e+001;
   400.021;1.9815e-003;2.0623e+001;
   402.024;1.9780e-003;2.0633e+001;
   404.027;1.9838e-003;2.0634e+001;
   406.029;1.9774e-003;2.0629e+001;
   408.032;1.9829e-003;2.0639e+001;
   410.034;1.9780e-003;2.0648e+001;
   412.037;1.9831e-003;2.0650e+001;
   414.039;1.9851e-003;2.0660e+001;
   416.042;1.9717e-003;2.0676e+001;
   418.044;1.9626e-003;2.0670e+001;
   420.047;1.9495e-003;2.0666e+001;
   422.049;1.9300e-003;2.0674e+001;
   424.052;1.8873e-003;2.0692e+001;
   426.054;1.7959e-003;2.0692e+001;
   428.057;1.6795e-003;2.0693e+001;
   430.059;1.5694e-003;2.0699e+001;
   432.062;1.4166e-003;2.0704e+001;
   434.004;1.2694e-003;2.0727e+001;
   436.006;1.1401e-003;2.0722e+001;
   438.009;1.0249e-003;2.0728e+001;
   440.011;8.7123e-004;2.0742e+001;
   442.014;7.5805e-004;2.0758e+001;
   444.077;6.6794e-004;2.0757e+001;
   446.019;5.8251e-004;2.0746e+001;
   448.022;4.9265e-004;2.0758e+001;
   450.085;4.2417e-004;2.0765e+001;
   452.027;3.7271e-004;2.0767e+001;
   454.029;3.1135e-004;2.0778e+001;
   456.032;2.5802e-004;2.0791e+001;
   458.034;2.2480e-004;2.0792e+001;
   460.037;1.7704e-004;2.0809e+001;
   462.039;1.4531e-004;2.0790e+001;
   464.042;1.0974e-004;2.0801e+001;
   466.044;8.0671e-005;2.0809e+001;
   468.108;7.0723e-005;2.0825e+001;
   470.049;4.5997e-005;2.0817e+001;
   472.113;2.4025e-005;2.0832e+001;
   474.055;8.9900e-006;2.0837e+001;
   476.057;9.7369e-007;2.0840e+001;
   478.060;-1.3983e-005;2.0854e+001;
   480.062;-2.3606e-005;2.0853e+001;
   482.004;-3.3598e-005;2.0855e+001;
   484.007;-3.6879e-005;2.0872e+001;
   486.009;-4.7422e-005;2.0856e+001;
   488.012;-5.6219e-005;2.0864e+001;
   490.014;-5.3292e-005;2.0893e+001;
   492.017;-6.2530e-005;2.0887e+001;
   494.019;-6.8290e-005;2.0903e+001;
   496.022;-6.4218e-005;2.0890e+001;
   498.024;-6.8331e-005;2.0901e+001;
   500.027;-7.6032e-005;2.0905e+001;
   502.029;-7.3558e-005;2.0915e+001;
   504.032;-8.1448e-005;2.0920e+001;
   506.034;-8.3125e-005;2.0930e+001;
   508.037;-8.6418e-005;2.0935e+001;
   510.100;-8.1168e-005;2.0932e+001;
   512.103;-7.9480e-005;2.0946e+001;
   514.045;-9.1386e-005;2.0954e+001;
