Time; Refractive Index; Temperature; Comment
     0.000;0.0000e+000;1.9913e+001;
     2.002;5.2371e-006;1.9892e+001;
     4.005;-1.1249e-005;1.9892e+001;
     6.007;-2.3891e-006;1.9893e+001;
     8.010;3.1920e-006;1.9878e+001;
    10.012;-1.6988e-006;1.9854e+001;
    12.076;-1.0410e-005;1.9856e+001;
    14.017;8.1591e-006;1.9861e+001;
    16.081;-7.2888e-006;1.9869e+001;
    18.144;3.5406e-006;1.9845e+001;
    20.086;1.2147e-006;1.9852e+001;
    22.088;-6.7444e-006;1.9839e+001;
    24.091;-9.6997e-006;1.9859e+001;
    26.093;-8.3027e-007;1.9839e+001;
    28.035;1.0740e-006;1.9842e+001;
    30.038;-3.3475e-005;1.9851e+001;
    32.040;-2.2150e-005;1.9848e+001;
    34.043;-1.6344e-005;1.9845e+001;
    36.045;-9.5916e-006;1.9842e+001;
    38.048;-3.0259e-005;1.9854e+001;
    40.050;-1.7271e-005;1.9848e+001;
    42.053;1.3267e-006;1.9852e+001;
    44.055;-1.1984e-005;1.9851e+001;
    46.058;-3.0853e-005;1.9842e+001;
    48.061;-1.4836e-005;1.9852e+001;
    50.063;7.2702e-006;1.9861e+001;
    52.066;-2.8252e-005;1.9860e+001;
    54.068;6.1660e-007;1.9858e+001;
    56.071;-2.4040e-005;1.9869e+001;
    58.073;-1.2837e-005;1.9869e+001;
    60.076;-5.3505e-006;1.9854e+001;
    62.078;-1.9642e-005;1.9873e+001;
    64.081;3.2289e-005;1.9876e+001;
    66.083;7.6915e-005;1.9869e+001;
    68.086;1.3517e-004;1.9868e+001;
    70.088;1.4095e-004;1.9884e+001;
    72.091;1.9600e-004;1.9885e+001;
    74.033;2.1504e-004;1.9894e+001;
    76.035;2.1253e-004;1.9893e+001;
    78.038;2.4265e-004;1.9904e+001;
    80.040;2.5854e-004;1.9903e+001;
    82.043;2.7556e-004;1.9898e+001;
    84.045;3.0078e-004;1.9910e+001;
    86.048;3.0943e-004;1.9904e+001;
    88.051;3.0291e-004;1.9916e+001;
    90.053;2.8902e-004;1.9927e+001;
    92.116;3.2429e-004;1.9935e+001;
    94.058;3.2747e-004;1.9940e+001;
    96.061;3.1907e-004;1.9943e+001;
    98.063;3.3824e-004;1.9956e+001;
   100.066;3.3978e-004;1.9941e+001;
   102.068;3.5362e-004;1.9969e+001;
   104.071;3.5544e-004;1.9971e+001;
   106.073;3.5211e-004;1.9968e+001;
   108.076;3.7077e-004;1.9971e+001;
   110.078;3.5898e-004;1.9981e+001;
   112.081;3.4201e-004;1.9998e+001;
   114.083;3.4176e-004;2.0001e+001;
   116.086;3.8752e-004;2.0005e+001;
   118.089;3.7000e-004;2.0013e+001;
   120.030;3.6778e-004;2.0030e+001;
   122.033;3.6276e-004;2.0029e+001;
   124.035;3.7956e-004;2.0047e+001;
   126.038;3.5459e-004;2.0048e+001;
   128.040;3.8951e-004;2.0066e+001;
   130.043;3.9277e-004;2.0063e+001;
   132.046;3.7310e-004;2.0086e+001;
   134.048;3.6797e-004;2.0077e+001;
   136.051;3.6025e-004;2.0090e+001;
   138.053;3.7083e-004;2.0092e+001;
   140.056;3.8556e-004;2.0106e+001;
   142.058;3.8497e-004;2.0122e+001;
   144.061;3.6434e-004;2.0122e+001;
   146.063;3.5534e-004;2.0145e+001;
   148.066;3.7053e-004;2.0147e+001;
   150.068;3.7260e-004;2.0145e+001;
   152.071;3.4983e-004;2.0162e+001;
   154.073;3.7868e-004;2.0168e+001;
   156.076;3.6795e-004;2.0194e+001;
   158.079;3.8123e-004;2.0186e+001;
   160.081;3.5054e-004;2.0186e+001;
   162.084;3.6547e-004;2.0204e+001;
   164.086;3.7501e-004;2.0204e+001;
   166.089;3.7904e-004;2.0219e+001;
   168.031;3.6922e-004;2.0235e+001;
   170.033;3.7938e-004;2.0243e+001;
   172.036;3.5781e-004;2.0244e+001;
   174.038;3.5645e-004;2.0241e+001;
   176.041;3.6607e-004;2.0254e+001;
   178.043;3.6663e-004;2.0262e+001;
   180.046;3.8216e-004;2.0286e+001;
   182.048;3.5183e-004;2.0278e+001;
   184.111;3.7980e-004;2.0303e+001;
   186.053;3.8422e-004;2.0297e+001;
   188.056;3.8811e-004;2.0313e+001;
   190.058;3.6810e-004;2.0324e+001;
   192.061;3.8937e-004;2.0333e+001;
   194.063;3.6263e-004;2.0344e+001;
   196.066;3.7827e-004;2.0346e+001;
   198.129;3.9575e-004;2.0353e+001;
   200.132;3.6095e-004;2.0359e+001;
   202.074;3.5295e-004;2.0366e+001;
   204.076;3.6403e-004;2.0378e+001;
   206.079;3.8749e-004;2.0373e+001;
   208.081;3.6289e-004;2.0395e+001;
   210.084;3.7189e-004;2.0390e+001;
   212.147;3.7968e-004;2.0401e+001;
   214.089;3.6093e-004;2.0412e+001;
   216.031;3.7854e-004;2.0428e+001;
   218.033;4.0052e-004;2.0421e+001;
   220.036;3.7426e-004;2.0438e+001;
   222.038;3.7262e-004;2.0454e+001;
   224.101;3.4658e-004;2.0436e+001;
   226.043;3.8209e-004;2.0472e+001;
   228.046;3.6976e-004;2.0451e+001;
   230.048;3.8506e-004;2.0470e+001;
   232.051;3.7799e-004;2.0475e+001;
   234.053;4.0380e-004;2.0485e+001;
   236.056;3.7991e-004;2.0488e+001;
   238.059;3.9047e-004;2.0488e+001;
   240.061;3.6757e-004;2.0495e+001;
   242.064;3.8388e-004;2.0513e+001;
   244.127;3.8251e-004;2.0520e+001;
   246.129;3.8557e-004;2.0521e+001;
   248.071;3.8151e-004;2.0526e+001;
   250.074;3.8109e-004;2.0526e+001;
   252.076;3.6332e-004;2.0538e+001;
   254.139;3.7662e-004;2.0523e+001;
   256.142;3.7800e-004;2.0528e+001;
   258.084;3.9127e-004;2.0517e+001;
   260.086;3.8103e-004;2.0504e+001;
   262.089;3.8469e-004;2.0504e+001;
   264.091;3.9224e-004;2.0516e+001;
   266.033;3.8651e-004;2.0497e+001;
   268.036;3.9641e-004;2.0495e+001;
   270.038;3.9186e-004;2.0478e+001;
   272.102;3.8296e-004;2.0472e+001;
   274.043;3.8700e-004;2.0460e+001;
   276.046;3.9188e-004;2.0472e+001;
   278.049;3.8387e-004;2.0444e+001;
   280.051;4.1776e-004;2.0422e+001;
   282.054;3.9056e-004;2.0420e+001;
   284.056;3.9026e-004;2.0411e+001;
   286.059;3.6325e-004;2.0395e+001;
   288.122;3.5777e-004;2.0371e+001;
   290.064;3.4490e-004;2.0360e+001;
   292.066;3.2230e-004;2.0351e+001;
   294.069;2.9167e-004;2.0342e+001;
   296.132;2.9360e-004;2.0328e+001;
   298.074;2.7429e-004;2.0315e+001;
   300.076;2.5564e-004;2.0303e+001;
   302.079;1.9959e-004;2.0294e+001;
   304.081;1.8845e-004;2.0273e+001;
   306.084;1.8194e-004;2.0254e+001;
   308.087;1.7134e-004;2.0241e+001;
   310.028;1.3840e-004;2.0216e+001;
   312.031;1.0574e-004;2.0193e+001;
   314.033;1.0874e-004;2.0189e+001;
   316.036;9.7425e-005;2.0180e+001;
   318.038;7.1087e-005;2.0169e+001;
   320.041;5.6952e-005;2.0147e+001;
   322.044;4.2462e-005;2.0141e+001;
   324.046;7.1414e-005;2.0112e+001;
   326.049;2.5633e-005;2.0105e+001;
   328.051;2.5104e-005;2.0081e+001;
   330.054;1.2265e-005;2.0085e+001;
   332.056;1.9021e-005;2.0060e+001;
   334.059;6.7724e-006;2.0052e+001;
   336.061;6.4966e-006;2.0041e+001;
   338.064;-1.9868e-005;2.0024e+001;
   340.066;-1.8160e-005;2.0013e+001;
   342.069;-1.4097e-005;2.0000e+001;
   344.071;-2.8163e-005;1.9993e+001;
   346.074;-1.8254e-005;1.9984e+001;
   348.077;-2.6935e-005;1.9981e+001;
   350.079;-4.4874e-005;1.9970e+001;
   352.082;-2.0644e-005;1.9967e+001;
   354.084;-3.7739e-005;1.9941e+001;
   356.087;-5.9855e-005;1.9963e+001;
   358.029;-5.0413e-005;1.9949e+001;
   360.031;-4.7440e-005;1.9945e+001;
   362.094;-4.2056e-005;1.9960e+001;
   364.036;-5.0618e-005;1.9941e+001;
   366.039;-4.3219e-005;1.9942e+001;
   368.041;-5.5881e-005;1.9954e+001;
   370.104;-5.9664e-005;1.9939e+001;
   372.046;-6.2518e-005;1.9951e+001;
   374.049;-3.3907e-005;1.9948e+001;
   376.051;-4.2224e-005;1.9947e+001;
   378.054;-5.3426e-005;1.9935e+001;
   380.056;-5.3587e-005;1.9941e+001;
   382.059;-4.8849e-005;1.9940e+001;
   384.061;-5.7235e-005;1.9941e+001;
   386.064;-3.8607e-005;1.9949e+001;
   388.067;-3.3946e-005;1.9949e+001;
   390.069;-8.0204e-005;1.9949e+001;
   392.072;-5.9275e-005;1.9944e+001;
   394.074;-4.2395e-005;1.9945e+001;
   396.077;-6.6460e-005;1.9953e+001;
   398.079;-6.7690e-005;1.9955e+001;
   400.082;-6.5088e-005;1.9951e+001;
   402.084;-6.6085e-005;1.9969e+001;
   404.087;-7.1575e-005;1.9960e+001;
   406.029;-4.2564e-005;1.9974e+001;
   408.092;-5.3631e-005;1.9961e+001;
   410.034;-5.4777e-005;1.9981e+001;
   412.097;-3.0489e-005;1.9953e+001;
   414.099;-4.4540e-005;1.9979e+001;
   416.041;-4.2287e-005;1.9977e+001;
   418.044;-5.5202e-005;1.9983e+001;
   420.046;-4.7656e-005;1.9999e+001;
   422.049;-3.7061e-005;1.9992e+001;
   424.051;-6.5482e-005;2.0002e+001;
   426.054;-3.8422e-005;2.0020e+001;
   428.057;-6.4173e-005;2.0007e+001;
   430.059;-6.2226e-005;2.0015e+001;
   432.062;-5.9767e-005;2.0016e+001;
   434.064;-5.1132e-005;2.0040e+001;
   436.067;-6.0858e-005;2.0028e+001;
   438.069;-5.1935e-005;2.0049e+001;
   440.072;-7.4305e-005;2.0049e+001;
   442.074;-5.9037e-005;2.0056e+001;
   444.077;-7.8775e-005;2.0057e+001;
   446.079;-6.0592e-005;2.0060e+001;
   448.143;-8.6122e-005;2.0081e+001;
   450.084;-7.1745e-005;2.0079e+001;
   452.087;-8.1911e-005;2.0093e+001;
   454.029;-7.6605e-005;2.0089e+001;
   456.031;-5.9793e-005;2.0086e+001;
   458.034;-7.9699e-005;2.0099e+001;
   460.036;-6.9962e-005;2.0123e+001;
   462.100;-8.7202e-005;2.0121e+001;
   464.102;-7.8181e-005;2.0114e+001;
   466.044;-7.6967e-005;2.0138e+001;
   468.047;-8.3475e-005;2.0137e+001;
   470.049;-6.1749e-005;2.0156e+001;
   472.052;-7.5485e-005;2.0152e+001;
   474.054;-7.6551e-005;2.0155e+001;
   476.057;-8.2789e-005;2.0162e+001;
   478.059;-1.0830e-004;2.0162e+001;
   480.062;-7.6051e-005;2.0158e+001;
   482.064;-6.8713e-005;2.0170e+001;
   484.067;-6.3606e-005;2.0172e+001;
   486.069;-6.6439e-005;2.0178e+001;
   488.072;-9.9237e-005;2.0198e+001;
   490.135;-8.4156e-005;2.0197e+001;
   492.077;-8.2215e-005;2.0193e+001;
   494.079;-8.2065e-005;2.0199e+001;
   496.082;-8.0399e-005;2.0214e+001;
   498.085;-9.9363e-005;2.0220e+001;
   500.026;-7.8279e-005;2.0220e+001;
   502.029;-8.1171e-005;2.0221e+001;
