Time; Refractive Index; Temperature; Comment
     0.000;0.0000e+000;2.0791e+001;
     2.003;-5.1021e-006;2.0802e+001;
     4.005;-1.2000e-005;2.0802e+001;
     6.008;-1.2058e-005;2.0808e+001;
     8.071;-1.0422e-005;2.0821e+001;
    10.013;-1.1339e-005;2.0816e+001;
    12.015;-1.5550e-005;2.0817e+001;
    13.957;-1.3570e-005;2.0808e+001;
    15.960;-2.4120e-005;2.0830e+001;
    18.023;-2.3622e-005;2.0814e+001;
    19.965;-2.0873e-005;2.0804e+001;
    21.967;-2.4262e-005;2.0809e+001;
    23.970;-2.5097e-005;2.0814e+001;
    25.972;-2.5077e-005;2.0807e+001;
    27.975;-2.5431e-005;2.0807e+001;
    29.978;-2.4176e-005;2.0795e+001;
    31.980;-3.2353e-005;2.0777e+001;
    33.983;-3.8711e-005;2.0782e+001;
    35.985;-4.1881e-005;2.0773e+001;
    37.988;-4.1441e-005;2.0770e+001;
    39.990;-4.4316e-005;2.0763e+001;
    41.993;-4.4427e-005;2.0764e+001;
    43.995;-4.3773e-005;2.0764e+001;
    45.998;-5.0465e-005;2.0765e+001;
    48.000;-3.9888e-005;2.0755e+001;
    50.003;-3.8012e-005;2.0737e+001;
    52.005;-4.0488e-005;2.0726e+001;
    54.008;-4.2739e-005;2.0729e+001;
    56.010;-5.0472e-005;2.0709e+001;
    58.013;-4.7107e-005;2.0712e+001;
    60.016;-4.1704e-005;2.0705e+001;
    61.957;-3.9877e-005;2.0699e+001;
    63.960;-4.0465e-005;2.0692e+001;
    65.962;-4.1386e-005;2.0672e+001;
    67.965;-3.9991e-005;2.0673e+001;
    70.028;-4.2661e-005;2.0673e+001;
    71.970;-4.7013e-005;2.0649e+001;
    73.973;-4.9620e-005;2.0653e+001;
    75.975;-5.3900e-005;2.0636e+001;
    77.978;-5.2778e-005;2.0635e+001;
    79.980;-5.9911e-005;2.0627e+001;
    82.043;-5.9201e-005;2.0617e+001;
    83.985;-5.5713e-005;2.0625e+001;
