Time; Refractive Index; Temperature; Comment
     0.000;0.0000e+000;2.0304e+001;
     2.003;1.6959e-006;2.0291e+001;
     4.066;6.0187e-007;2.0290e+001;
     6.008;2.9548e-006;2.0295e+001;
     8.071;-2.2002e-005;2.0275e+001;
    10.013;-8.7178e-006;2.0273e+001;
    12.015;-1.2637e-005;2.0274e+001;
    14.018;-1.2691e-005;2.0270e+001;
    16.081;-2.5161e-005;2.0273e+001;
    18.023;-1.4033e-005;2.0257e+001;
    20.025;-2.2578e-005;2.0267e+001;
    22.028;-1.6396e-005;2.0272e+001;
    24.030;-1.7151e-005;2.0255e+001;
    26.033;-2.0730e-005;2.0248e+001;
    28.036;-2.2364e-005;2.0258e+001;
    30.099;-3.2531e-005;2.0259e+001;
    32.101;-2.7082e-005;2.0244e+001;
    34.104;-3.0326e-005;2.0266e+001;
    36.046;-2.9470e-005;2.0264e+001;
    38.048;-4.0355e-005;2.0254e+001;
    40.051;-4.0968e-005;2.0262e+001;
    42.053;-4.8125e-005;2.0260e+001;
    43.995;-4.4766e-005;2.0263e+001;
    45.998;-4.8716e-005;2.0257e+001;
    48.000;-4.0074e-005;2.0272e+001;
    50.003;-4.6150e-005;2.0269e+001;
    52.005;-4.2280e-005;2.0284e+001;
    54.008;-4.4798e-005;2.0265e+001;
    56.071;-3.9093e-005;2.0285e+001;
    58.074;-4.9397e-005;2.0287e+001;
    60.015;-3.8388e-005;2.0280e+001;
    62.018;-4.3705e-005;2.0273e+001;
    64.020;-4.7637e-005;2.0287e+001;
    66.023;-3.9433e-005;2.0286e+001;
    68.025;-1.4602e-005;2.0277e+001;
    70.028;6.0626e-005;2.0300e+001;
    72.031;1.3215e-004;2.0310e+001;
    74.033;2.2203e-004;2.0300e+001;
    76.036;3.3994e-004;2.0307e+001;
    78.038;4.5704e-004;2.0316e+001;
    80.041;5.5808e-004;2.0315e+001;
    82.043;6.4404e-004;2.0316e+001;
    84.046;7.2417e-004;2.0327e+001;
    86.048;7.9303e-004;2.0323e+001;
    88.051;8.4816e-004;2.0337e+001;
    90.053;9.0704e-004;2.0329e+001;
    91.995;9.4599e-004;2.0336e+001;
    93.998;9.7991e-004;2.0350e+001;
    96.061;1.0062e-003;2.0356e+001;
    98.003;1.0133e-003;2.0352e+001;
   100.005;1.0465e-003;2.0356e+001;
   102.008;1.0689e-003;2.0347e+001;
   104.010;1.0821e-003;2.0366e+001;
   106.013;1.0883e-003;2.0357e+001;
   108.015;1.1099e-003;2.0375e+001;
   110.018;1.1153e-003;2.0386e+001;
   112.081;1.1288e-003;2.0366e+001;
   114.023;1.1464e-003;2.0382e+001;
   116.026;1.1404e-003;2.0393e+001;
   118.028;1.1458e-003;2.0385e+001;
   120.031;1.1574e-003;2.0392e+001;
   122.033;1.1642e-003;2.0402e+001;
   124.036;1.1762e-003;2.0402e+001;
   126.038;1.1768e-003;2.0397e+001;
