Time; Refractive Index; Temperature; Comment
     0.000;0.0000e+000;2.0629e+001;
     2.063;1.0095e-006;2.0638e+001;
     4.065;3.2382e-006;2.0642e+001;
     6.007;-2.9225e-007;2.0670e+001;
     8.070;4.7915e-006;2.0652e+001;
    10.012;5.1428e-006;2.0658e+001;
    12.015;7.0502e-006;2.0678e+001;
    14.017;1.2532e-005;2.0672e+001;
    16.020;1.4006e-005;2.0676e+001;
    18.022;1.0433e-005;2.0692e+001;
    19.964;1.1602e-005;2.0712e+001;
    21.967;1.0286e-005;2.0709e+001;
    23.969;4.2534e-006;2.0707e+001;
    25.972;4.3187e-006;2.0718e+001;
    27.974;1.2750e-005;2.0716e+001;
    29.977;1.2009e-005;2.0737e+001;
    31.979;1.0962e-005;2.0726e+001;
    33.982;1.5473e-005;2.0747e+001;
    35.985;7.1651e-006;2.0762e+001;
    37.987;1.1950e-005;2.0758e+001;
    39.990;9.6371e-006;2.0766e+001;
    41.992;2.7714e-006;2.0760e+001;
    43.995;3.4750e-006;2.0778e+001;
    46.058;8.0814e-006;2.0788e+001;
    48.000;7.4681e-006;2.0795e+001;
    50.002;7.0804e-006;2.0794e+001;
    52.005;1.4571e-005;2.0798e+001;
    54.068;9.1106e-006;2.0810e+001;
    56.010;5.0656e-006;2.0812e+001;
    58.012;7.8365e-006;2.0831e+001;
    60.015;7.0685e-006;2.0825e+001;
    62.017;8.0073e-006;2.0834e+001;
    64.020;-3.3273e-006;2.0830e+001;
    66.083;2.8561e-006;2.0861e+001;
    67.964;6.5568e-006;2.0848e+001;
    69.967;8.4147e-006;2.0850e+001;
    71.969;5.7749e-006;2.0870e+001;
    73.972;-1.3391e-006;2.0884e+001;
    75.975;-2.5906e-007;2.0874e+001;
    77.977;4.4561e-006;2.0881e+001;
    79.980;2.7076e-006;2.0893e+001;
    82.043;4.1051e-006;2.0897e+001;
    83.985;5.2092e-006;2.0909e+001;
    86.048;7.9439e-006;2.0906e+001;
    87.990;1.6300e-006;2.0914e+001;
    89.992;6.5161e-006;2.0910e+001;
    91.995;3.9873e-007;2.0900e+001;
    93.997;9.6319e-006;2.0912e+001;
    96.000;3.7201e-006;2.0907e+001;
    98.002;-9.8231e-007;2.0912e+001;
   100.005;-2.5664e-007;2.0923e+001;
   102.007;3.3605e-007;2.0914e+001;
   104.010;-3.8125e-006;2.0914e+001;
   106.013;-3.8324e-006;2.0917e+001;
   108.015;4.1561e-006;2.0920e+001;
   110.078;-3.9185e-006;2.0903e+001;
   112.020;3.0812e-006;2.0900e+001;
   114.023;1.4318e-006;2.0902e+001;
   115.965;-1.1212e-006;2.0889e+001;
   117.967;9.2639e-007;2.0893e+001;
   119.970;3.9614e-006;2.0884e+001;
   121.972;-5.8339e-006;2.0871e+001;
   123.975;-9.0661e-007;2.0873e+001;
   125.977;-4.2964e-007;2.0860e+001;
   127.980;8.3585e-006;2.0835e+001;
   129.982;3.4431e-005;2.0838e+001;
   131.985;8.4090e-005;2.0836e+001;
   133.987;1.6746e-004;2.0810e+001;
   135.990;3.3126e-004;2.0802e+001;
   137.992;6.3305e-004;2.0783e+001;
   139.995;1.0136e-003;2.0778e+001;
   141.997;1.3868e-003;2.0784e+001;
   144.000;1.6807e-003;2.0760e+001;
   146.063;1.9365e-003;2.0759e+001;
   148.005;2.1296e-003;2.0728e+001;
   150.008;2.2954e-003;2.0736e+001;
   152.010;2.4204e-003;2.0709e+001;
   154.013;2.5101e-003;2.0693e+001;
   156.015;2.5843e-003;2.0695e+001;
   158.018;2.6595e-003;2.0682e+001;
   160.020;2.7038e-003;2.0675e+001;
   162.023;2.7381e-003;2.0658e+001;
   163.965;2.7812e-003;2.0642e+001;
   165.967;2.7995e-003;2.0626e+001;
   167.970;2.8196e-003;2.0615e+001;
   169.972;2.8434e-003;2.0601e+001;
   171.975;2.8622e-003;2.0593e+001;
   173.977;2.8717e-003;2.0585e+001;
   175.980;2.8849e-003;2.0570e+001;
   177.982;2.9035e-003;2.0564e+001;
   180.046;2.9115e-003;2.0564e+001;
   181.987;2.9165e-003;2.0552e+001;
   183.990;2.9256e-003;2.0546e+001;
   185.993;2.9275e-003;2.0546e+001;
   187.995;2.9370e-003;2.0534e+001;
   189.998;2.9458e-003;2.0527e+001;
   192.000;2.9445e-003;2.0539e+001;
   194.003;2.9504e-003;2.0520e+001;
   196.066;2.9547e-003;2.0515e+001;
   198.008;2.9591e-003;2.0517e+001;
